대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
진천고등학교,학교,2421,충북 진천군 진천읍 문화12길 48 (신정리),36.85375363,127.4503509,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
초평초등학교,학교,581,충북 진천군 초평면 초동로 143 (금곡리),36.84750775,127.5384099,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
구정초등학교,학교,212,충북 진천군 초평면 원댕이길 3 (용산리),36.78085693,127.5351399,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
문백초등학교,학교,527,충청북도 진천군 문백면 봉죽길 22(봉죽리),36.7862552,127.4331342,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
이월중학교,학교,303,충청북도 진천군 이월면 진광로 753(송림리),36.92744897,127.4285386,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
이월초등학교,학교,454,충청북도 진천군 이월면 송림6길 26(송림리),36.9309041,127.431176,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
광혜원고등학교,학교,212,충북 진천군 광혜원면 덕성산로 56 (광혜원리),36.99417706,127.4283258,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
서전중학교,학교,750,충청북도 진천군 덕산읍 예지로 42(두촌리),36.90419956,127.5299524,2021,화학사고,043-539-3454,충청북도 진천군 경제환경국 환경과,2021-09-30
동인초등학교,강당,1187,충청북도 괴산군 괴산읍 읍내로2길 15-8(서부리),36.80579191,127.7896745,2021,화학사고,043-834-0568,충청북도교육청 충청북도괴산증평교육지원청 동인초등학교,2023-08-08
청안초등학교,강당,1032,충청북도 괴산군 청안면 청안읍내로3길 8(읍내리),36.77239605,127.6399506,2021,화학사고,043-838-3624,충청북도교육청 충청북도괴산증평교육지원청 청안초등학교,2023-08-08
무극초등학교,다목적교실,1260,충청북도 음성군 금왕읍 금석로 64,36.99126442,127.5994958,2020,화학사고,043-871-3813,충청북도 음성군 경제환경국 환경과,2023-08-16
하당초등학교,다목적실,1400,충청북도 음성군 원남면 하초로 35-4,36.90669976,127.6788026,2020,화학사고,043-871-3813,충청북도 음성군 경제환경국 환경과,2023-08-16
대강면사무소,회의실,176,충청북도 단양군 대강면 대강로 74(장림리),36.92228081,128.3521117,2023,화학사고,043-420-2663,충청북도 단양군 대강면사무소,2023-08-31
단성면사무소,회의실,179,충청북도 단양군 단성면 충혼로 16(상방리),36.93711055,128.3234148,2023,화학사고,043-420-2663,충청북도 단양군 단성면사무소,2023-08-31
단양읍행정복지센터,회의실,278,충북 단양군 단양읍 중앙1로 35 (별곡리),36.98653328,128.368161,2023,화학사고,043-420-2664,충청북도 단양군 단양읍,2025-08-14
가곡면사무소,회의실,248,충북 단양군 가곡면 남한강로 550 (사평리),37.02840777,128.3854314,2023,화학사고,043-420-2664,충청북도 단양군 가곡면,2025-08-14
경천초등학교,교사시설,888,충청남도 공주시 계룡면 신원사로 112(경천리),36.32448453,127.1496276,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
계룡초등학교,강당,867,충청남도 공주시 계룡면 영규대사로 459(유평리),36.35775051,127.1413045,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
공주교동초등학교,체육관,288,충청남도 공주시 용당길 69-6(교동),36.4600646,127.1166481,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
공주교육대학교 부설초등학교,체육관,313,충청남도 공주시 하선길 47(금학동),36.44164811,127.1178474,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
공주여자중학교,강당,236,충청남도 공주시 용당길 54(교동),36.4605605,127.1186681,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
구산초등학교,체육관,789,충청남도 공주시 유구읍 유구마곡사로 61-1(유구리),36.55176185,126.9578416,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
귀산초등학교,체육관,278,충청남도 공주시 우성면 귀산길 81-15(귀산리),36.49991122,127.1124357,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
금성여자고등학교,교사시설,472,충청남도 공주시 무령로 103(웅진동),36.45848555,127.111687,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
덕암초등학교,교사시설,740,충청남도 공주시 유구읍 금계산로 943(덕곡리),36.63003899,126.9701983,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
반포중학교,교사시설,785,충청남도 공주시 반포면 원당1길 28(봉곡리),36.40413932,127.2430199,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
상서초등학교,급식시설,327,충청남도 공주시 우성면 우성길 137-37(상서리),36.47927304,127.0777242,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
석송초등학교,급식시설,284,충청남도 공주시 정안면 마래섭들길 56(전평리),36.56444997,127.1143444,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
수촌초등학교,강당,829,충청남도 공주시 의당면 윗태실길 1-8(수촌리),36.51688108,127.1352604,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
신관초등학교,강당,962,충청남도 공주시 번영1로 97-13(신광동),36.47551777,127.1393087,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
신풍초등학교,강당,812,충청남도 공주시 신풍면 신풍길 50-11(산정리),36.5175793,126.9529702,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
유구초등학교,체육관,370,충청남도 공주시 유구읍 유구초교길 12(석남리),36.55389426,126.9493041,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
이인초등학교,강당,837,충청남도 공주시 이인면 은행길 56(이인리),36.36253452,127.0598055,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
정안초등학교,강당,621,충청남도 공주시 정안면 정안중앙길 79(내촌리),36.60273067,127.1166167,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
충남과학고등학교,교사시설,465,충청남도 공주시 반포면 금벽로 1351-15(마암리),36.42669264,127.2189142,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
탄천초등학교,체육관,974,충청남도 공주시 탄천면 통산로 168(삼각리),36.33113033,127.0308291,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
호계초등학교,강당,516,충청남도 공주시 사곡면 마곡사로 149-12(호계리),36.50769832,127.0235091,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
효포초등학교,강당,870,충청남도 공주시 전진배길 313(신기동),36.4282889,127.1476966,2023,화학사고,041-840-8525,충청남도 공주시 경제문화국 환경보호과,2024-08-20
대창초등학교,강당,874,충청남도 보령시 웅천읍 방축길 90-43(대창리),36.23189425,126.6063758,0,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
송학초등학교,강당,461,충청남도 보령시 주교면 토정로 796-52(송학리),36.37956268,126.5271033,0,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
오포3리마을회관,전체시설,173,충청남도 보령시 오천면 지픈골길 36(오포리),36.3974466,126.5043916,0,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
웅천중고등학교,기숙사 강당,1440,충청남도 보령시 웅천읍 방축길 87(대창리),36.23412741,126.6051465,2021,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
한내초등학교,강당,1264,충청남도 보령시 보령남로 39(명천동),36.34179038,126.6019861,2021,화학사고,041-930-3677,충청남도 보령시 에너지환경국 기후환경과,2021-11-19
송악고등학교,강당,389,충청남도 당진시 송악읍 송악로 165(가학리),36.91695841,126.7037628,2021,화학사고,041-360-6763,충청남도 당진시청 환경관리사업소,2022-09-01
신평문화스포츠센터,체육관,1260,충청남도 당진시 신평면 말목길 20(금천리),36.88531198,126.7618718,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
순성초등학교,강당,330,충청남도 당진시 순성면 순성로 473(봉소리),36.84265464,126.7104542,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
우강초등학교,체육관,232,충청남도 당진시 우강면 우강송산로 183-7(송산리),36.82535177,126.7888357,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
당진시 종합복지타운,강당,6831,충청남도 당진시 시청1로 38(수청동),36.89143943,126.643102,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
여성의전당,강당,158,충청남도 당진시 남부로 8(행정동),36.8828014,126.6167285,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
정미초등학교,교실,1316,충청남도 당진시 정미면 운정로 642(대방리),36.85654514,126.5545301,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
당진종합운동장트레이닝센터,강당,695,충청남도 당진시 고대면 고대로 33(진관리),36.92290605,126.5961243,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
석문교육문화스포츠센터,체육관,1677,충청남도 당진시 석문면 대호만로 1543(삼봉리),37.00294076,126.553537,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
삼봉초등학교,체육관,330,충청남도 당진시 석문면 대호만로 1722-1(삼봉리),37.01341343,126.5393741,2021,화학사고,041-360-6761,충청남도 당진시청 환경관리사업소,2022-09-01
추부체육관,체육관,606,충청남도 금산군 추부면 하마전로 75(마전리),36.19258754,127.4741075,2021,화학사고,041-750-8703,충청남도 금산군 추부면,2026-05-08
추부초등학교,학교,365,충청남도 금산군 추부면 하마전로 23(하장리),36.19114847,127.4688096,2021,화학사고,041-753-7910,충청남도교육청 충청남도금산교육지원청 추부초등학교,2026-05-08
양화초등학교,체육관,863,충청남도 부여군 양화면 충절로215,36.1287438,126.8574518,2025,화학사고,041-830-2299,충청남도 부여군 농림축산환경국 환경과,2026-05-08
임천중학교,강당,1205,충남 부여군 임천면 성흥로 210 (구교리),36.18145776,126.8995989,2025,화학사고,041-830-2299,충청남도 부여군 농림축산환경국 환경과,2026-05-08
부여국민체육센터,체육관,5230,충남 부여군 규암면 호수로 82 (나복리),36.27862458,126.8628729,2025,화학사고,041-830-2299,충청남도 부여군 농림축산환경국 환경과,2026-05-08
장항중학교 체육관,체육시설,445,충청남도 서천군 장항읍 장서로 16번길 79(원수리),36.00804661,126.7031656,2021,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
장항중앙초등학교,학교,540,충청남도 서천군 장항읍 장항로 121번길 7(신창리),36.01276541,126.6910181,2021,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
장항고등학교,학교,312,충청남도 서천군 장항읍 성화로 193번길 6(성주리),36.01652197,126.706545,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
장항공업고등학교,학교,215,충청남도 서천군 장항읍 신창서로 77(신창리),36.01529163,126.6860164,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
서천초등학교,학교,150,충청남도 서천군 서천읍 서천로98번길 5(군사리),36.07861608,126.6886263,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
서천고등학교 웅비관,학교,300,충청남도 서천군 서천읍 사곡로 43번길 13-16(사곡리),36.08604257,126.689674,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
마동초등학교,학교,211,충청남도 서천군 마서면 송내리 원송로 229(송내리),36.02516861,126.7146868,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
서남초등학교,학교,206,충청남도 서천군 마서면 마서로 260-12(봉남리),36.0586212,126.6795706,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
송석초등학교,학교,225,충청남도 서천군 마서면 송신로 432(송석리),36.07350669,126.6435229,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
화양초등학교,학교,350,충청남도 서천군 화양면 화산로 64(봉명리),36.04323348,126.7761404,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
기산초등학교,학교,140,충청남도 서천군 기산면 기산길 107(화산리),36.07413907,126.7680599,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
한산초등학교 건지관,강당,151,충청남도 서천군 한산면 한마로 48(지현리),36.08593034,126.8039934,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
한산중학교,학교,120,충청남도 서천군 한산면 한마로 130-31(성외리),36.09232731,126.8043439,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
마산초등학교,학교,300,충청남도 서천군 마산면 삼일로 327(마명리),36.1210018,126.7949366,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
시초초등학교,학교,300,충청남도 서천군 시초면 시초북로 31(초현리),36.12196769,126.751721,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
문산초등학교,학교,170,충청남도 서천군 문산면 신농길 26-29(신농리),36.14323307,126.7512624,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
오성초등학교,학교,188,충청남도 서천군 판교면 종판로 857번길 13(현암리),36.15504325,126.6834265,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
부내초등학교,학교,250,충청남도 서천군 종천면 충서로 363번길 23-1(종천리),36.10259169,126.6467481,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
비인초등학교,학교,300,충청남도 서천군 비인면 비인로 192(성내리),36.14243818,126.6020427,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
비인중학교,학교,450,충청남도 서천군 비인면 비인로 142(성내리),36.13957736,126.6062875,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
서도초등학교,학교,220,충청남도 서천군 서면 공암남촌길 31번길 33(도둔리),36.15318311,126.5214793,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
서면초등학교,학교,60,충청남도 서천군 서면 선합장길 15(신합리),36.15359574,126.5554697,2023,화학사고,041-950-4332,충청남도 서천군 안전건설국 환경보호과,2023-08-07
청양정산고등학교 강당,별관 강당,923,충청남도 청양군 정산면 칠갑산로 1897(서정리),36.41370301,126.94944,2021,화학사고,041-940-2434,충청남도 청양군 안전총괄과,2015-01-01
수정초등학교,별관 강당,1496,충남 청양군 대치면 칠갑산로 514 (주정리),36.44548703,126.8282451,2015,화학사고,041-940-4162,충청남도교육청 충청남도청양교육지원청 수정초등학교,2025-08-25
청어람센터,다목적강당,396,충남 청양군 청남면 명덕로 207-10 (청소리),36.35497624,126.950879,2024,화학사고,041-940-2434,충청남도 청양군 청남면,2025-08-25
합천초등학교,별관 강당,638,충남 청양군 화성면 무한로 88 (산정리),36.42545274,126.7136306,2010,화학사고,041-940-2433,충청남도교육청 충청남도청양교육지원청 합천초등학교,2025-08-25
홍주고등학교,실내체육관,1716,충청남도 홍성군 홍성읍 문화로 78(오관리),36.593155,126.6635565,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
광천중학교,체육관,804,충청남도 홍성군 광천읍 광천로 396-34(광천리),36.50958372,126.6289416,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
충남드론항공고등학교,체육관,1275,충청남도 홍성군 광천읍 홍남로 695(광천리),36.50487807,126.6276943,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
내포초등학교,2층 체육관(푸른솔관),990,충청남도 홍성군 홍북읍 홍학로 38(신경리),36.64902978,126.6707672,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
한울초등학교,다목적 강당,774,충청남도 홍성군 홍북읍 홍학로 131(신경리),36.64498623,126.6799626,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
구항면 행정복지센터,다목적홀,473,충청남도 홍성군 구항면 구항길 109(오봉리),36.58797324,126.6109307,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
대정초등학교,다목적실,362,충청남도 홍성군 구항면 거북로 20(지정리),36.54739853,126.6378578,2021,화학사고,041-630-1456,충청남도 홍성군 지역개발국 환경과,2023-07-28
만호경로당,경로당,160,전라남도 목포시 유동로36번길 19-2 (중동1가),34.78515335,126.3826751,2023,화학사고,061-270-4512,전라남도 목포시 자치행정복지국 사회복지과,2021-11-01
송광경로당,경로당,100,전라남도 목포시 유동로 7(해안동4가/송광비취타운),34.78239665,126.3807673,2023,화학사고,061-270-4512,전라남도 목포시 자치행정복지국 사회복지과,2021-11-01
서산경로당,경로당,160,전라남도 목포시 보리마당로 48(서산동),34.78348805,126.377812,2023,화학사고,061-270-4512,전라남도 목포시 자치행정복지국 사회복지과,2021-11-01
온금 남녀 경로당,경로당,249,전라남도 목포시 다순구미로 18-5 (온금동),34.7824809,126.3725755,2023,화학사고,061-270-4512,전라남도 목포시 자치행정복지국 사회복지과,2021-11-01
북교초등학교,강당,900,전라남도 목포시 수문로 83(북교동),34.79605538,126.3772969,2023,화학사고,061-245-2907,전라남도 목포시 북교초등학교,2021-11-01
정명여자고등학교,강당,1100,전라남도 목포시 삼일로 45(양동),34.79634126,126.3825425,2023,화학사고,061-240-5903,전라남도 정명여자고등학교,2021-11-01
순천율산초등학교,강당,518,전라남도 순천시 율산공원길 10(연향동),34.93873722,127.5255532,2021,화학사고,061-749-5769,전라남도 순천시 생태환경국 환경관리과,2024-08-20
노안중학교,체육관,1076,전라남도 나주시 노안면 노안로 373(금동리),35.07364724,126.7340428,2023,화학사고,061-339-8933,전라남도 나주시 복지환경국 환경관리과,2026-05-11
나주중앙초등학교,실내전체시설,3568,전라남도 나주시 대호길 24(성북동),35.03847475,126.7196027,2023,화학사고,061-339-8933,전라남도 나주시 복지환경국 환경관리과,2026-05-11
빛가람초등학교,강당,671,전라남도 나주시 그린로 176(빛가람동),35.00905922,126.785217,2023,화학사고,061-339-8933,전라남도 나주시 복지환경국 환경관리과,2026-05-11
영강초등학교,강당,888,전라남도 나주시 영강길 14(삼영동),35.00645728,126.7126104,2023,화학사고,061-339-8933,전라남도 나주시 복지환경국 환경관리과,2026-05-11
나주종합스포츠파크체육관(국민체육센터),체육관,809,전라남도 나주시 영산강변로 99(송월동),35.01124349,126.7183317,2023,화학사고,061-339-8933,전라남도 나주시 복지환경국 환경관리과,2026-05-11
문평중학교,다목적실,72,전남 나주시 문평면 평복길 27 (옥당리),35.03652302,126.6108784,2025,화학사고,061-339-8933,전라남도 나주시 복지환경국 환경관리과,2026-05-11
광양북초등학교,강당(목성관),1747,전라남도 광양시 광양읍 유당로 60-1(목성리),34.976272,127.5946115,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
광양가야초등학교,강당(가야관),964,전라남도 광양시 가야로 369(광영동),34.9670519,127.7129028,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
광영고등학교,강당(광영관),951,전라남도 광양시 가야로 322(광영동),34.96196267,127.7146106,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
다압초등학교,강당(매화관),1506,전라남도 광양시 다압면 항동3길 10(고사리),35.12080499,127.6918524,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
봉강초등학교,강당(봉강관),398,전라남도 광양시 봉강면 조양길 42(봉당리),35.01212578,127.5811954,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
옥곡초등학교,강당(옥실관),865,전라남도 광양시 옥곡면 옥진로 623(원월리),34.9907542,127.6960356,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
옥룡초등학교,강당(체육관),869,전라남도 광양시 옥룡면 신재로 607(운평리),35.01526719,127.617666,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
중마고등학교,강당,843,전라남도 광양시 등논4길 40(마동),34.95336826,127.6971426,2021,화학사고,061-797-3332,전라남도 광양시 관광문화환경국 환경과,2021-10-01
한국항만물류고등학교,강당(진상관),1720,전라남도 광양시 진상면 신시길 177(섬거리),35.01742666,127.7171142,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2021-10-01
진월초광양진월중학교,강당,717,전남 광양시 진월면 방죽1길 10 (마룡리),34.99121137,127.7421154,2026,화학사고,061-797-3332,전라남도 광양시 관광문화환경국 환경과,2026-05-19
광양실내체육관,체육관,5202,전남 광양시 광양읍 매천로 695-20 (구산리),34.98280027,127.5754164,1989,화학사고,061-797-3332,전라남도 광양시 관광문화환경국 환경과,2026-05-19
곡성군 문화체육관,체육관,964,전라남도 곡성군 곡성읍 곡성로 855(읍내리),35.28138595,127.2981873,2023,화학사고,061-360-8532,전라남도 곡성군청 환경과,2023-01-25
고흥동초등학교,강당,896,전라남도 고흥군 고흥읍 학교길56(호형리),34.60890193,127.2904966,2022,화학사고,061-830-5834,전라남도 고흥군 환경정책과,2024-05-31
녹동초등학교,강당,800,전라남도 고흥군 도양읍 천마로83(봉암리),34.53021156,127.1384128,2022,화학사고,061-830-5834,전라남도 고흥군 환경정책과,2024-05-31
장흥실내체육관,장흥실내체육관,4000,전라남도 장흥군 장흥읍 읍성로 5-28(충열리),34.66987598,126.892377,2023,화학사고,061-860-6962,전라남도 장흥군청 환경관리과,2023-08-31
부산초등학교,체육관,4000,전라남도 장흥군 부산면 부유로 25-16(구룡리),34.72289198,126.9012745,2023,화학사고,061-863-8701,전라남도 장흥군청 환경관리과,2023-08-31
우슬동백체육관,체육관,600,전라남도 해남군 해남읍 해남로 72(해리),34.56940338,126.6187069,2023,화학사고,061-530-5644,전라남도 해남군청 환경과,2025-08-25
영암여자고등학교,강당,384,전라남도 영암군 영암읍 여중고길 12,34.80243857,126.7024988,2021,화학사고,061-470-2335,전라남도 영암군 안전건설환경국 환경기후과,2021-11-25
삼호종합문화체육센터,실내체육관,2800,전라남도 영암군 삼호읍 방아제로 66 (용앙리),34.752488,126.4705484,2024,화학사고,061-470-2335,전라남도 영암군 안전건설환경국 환경기후과,2024-03-06
영광중앙초등학교,강당,520,전라남도 영광군 영광읍 천년로13길 57-9,35.2792459,126.506443,2023,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-23
홍농중학교,강당,371,전라남도 영광군 홍농읍 상하길 109 (상하리),35.40100046,126.4470341,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-24
대마초등학교,강당,275,전라남도 영광군 대마면 영장로 277 (월산리),35.30302297,126.5811134,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-24
불갑초등학교,강당,266,전라남도 영광군 불갑면 강항로 7 (쌍운리),35.21132433,126.5072003,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-24
군서초등학교,강당,379,전라남도 영광군 군서면 군서로 54 (남죽리),35.25687913,126.477934,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-24
군남중학교,강당,240,전남 영광군 군남면 포천길 13 (포천리),35.24009846,126.4514216,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-24
군남초등학교,강당,279,전라남도 영광군 군남면 군불로 135 (백양리),35.23602799,126.4582163,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2023-08-07
염산초등학교,강당,282,전라남도 영광군 염산면 칠산로 124 (봉남리),35.22093,126.3670611,2024,화학사고,061-350-5448,전라남도 영광군 안전관리과,2024-05-24
오천읍민복지회관,강당,426,경상북도 포항시 남구 오천읍 냉천로320번길 4-11(원리),35.96674261,129.408648,2021,화학사고,054-270-2915,경상북도 포항시 복지국 복지정책과,2020-11-03
구정초등학교,강당,63,경상북도 포항시 남구 오천읍 구정길 11(구정리),35.98067576,129.4092406,2021,화학사고,054-270-2915,경상북도 포항시 복지국 복지정책과,2020-11-03
만인당,체육관,500,경상북도 포항시 남구 희망대로 814 (대도동),36.00657556,129.3614207,2021,화학사고,054-270-3112,경상북도 포항시청 환경정책과,2020-11-03
청하면문화복지센터,회의실,172,경북 포항시 북구 청하면 청하로 247 (덕천리),36.20147846,129.3403235,2021,화학사고,054-270-3112,경상북도 포항시 환경국 환경정책과,2026-03-02
청림초등학교,강당,317,경상북도 포항시 남구 정몽주로 890(청림동),35.99538473,129.4045103,2021,화학사고,054-270-2915,경상북도 포항시 복지국 복지정책과,2020-11-03
인덕초등학교,강당,530,경상북도 포항시 남구 서원재로170번길 9(인덕동),35.98464802,129.4022222,2021,화학사고,054-270-2915,경상북도 포항시 복지국 복지정책과,2020-11-03
죽천2리마을회관,마을회관,77,경상북도 포항시 북구 흥해읍 죽천길 13(죽천리),36.0837721,129.4164326,2021,화학사고,054-270-29115,경상북도 포항시 복지국 복지정책과,2020-11-03
강동초등학교,체육관,315,경상북도 경주시 강동면 강동로 80(유금리),35.99245056,129.277209,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
한국국제통상마이스터고등학교,강당,831,경상북도 경주시 감포읍 감포로12길 20(오류리),35.81078182,129.5062191,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
건천초등학교,체육관,543,경상북도 경주시 건천읍 내서로 1105(건천리),35.85075876,129.1029932,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
경주디자인고등학교,강당,589,경상북도 경주시 현곡면 용담로 694(가정리),35.90011022,129.1633121,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
경주여자정보고등학교,체육관,873,경상북도 경주시 시동로 90(시래동),35.77359111,129.290608,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
입실초등학교,강당,437,경상북도 경주시 외동읍 입실로1길 94 (입실리),35.71670536,129.3244636,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
양남중학교,강당,238,경상북도 경주시 양남면 양남로 325-3 (하서리),35.67402494,129.4611048,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
천북초등학교,강당,195,경상북도 경주시 천북면 천북로 343 (동산리),35.89701021,129.2674474,2021,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2021-09-14
모화초등학교,강당,984,경상북도 경주시 외동읍 계동1길 12 (모화리),35.67705206,129.333116,2023,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2023-11-30
하곡리회관,마을회관,425,경상북도 경주시 안강읍 성산서당길 61 (하곡리),35.98593267,129.1419478,2024,화학사고,054-779-6373,경상북도 경주시 환경녹지국 환경정책과,2024-02-01
김천상공회의소,본관,2334,경상북도 김천시 시청로 137(신음동),36.14058717,128.1177195,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
아천초등학교,강당,1206,경상북도 김천시 어모면 어모문화1길 14(중왕리),36.17873873,128.1166384,2021,화학사고,054-420-6779,경상북도 김천시 복지환경국 환경위생과,2023-08-18
